날짜,시작시간,종료시간,경기시간,홈팀 선발,어웨이팀 선발,구장
2023.08.09(수),18:30,21:14,2:44,엄상백,페냐,구장 : 수원
2023.08.11(금),18:29,21:46,3:17,벤자민,신민혁,구장 : 수원
2023.08.12(토),18:00,21:05,3:05,고영표,송명기,구장 : 수원
2023.08.13(일),16:59,20:17,3:18,배제성,페디,구장 : 수원
2023.08.15(화),17:01,19:38,2:37,알칸타라,쿠에바스,구장 : 잠실
2023.08.16(수),18:31,21:54,3:23,김동주,엄상백,구장 : 잠실
2023.08.17(목),18:31,22:28,3:57,브랜든,벤자민,구장 : 잠실
2023.08.18(금),18:30,21:39,3:09,문동주,이선우,구장 : 대전
2023.08.19(토),18:00,21:42,3:42,산체스,배제성,구장 : 대전
2023.08.20(일),17:00,19:38,2:38,페냐,쿠에바스,구장 : 대전
2023.08.22(화),18:29,21:45,3:16,엄상백,이의리,구장 : 수원
2023.08.24(목),18:30,22:10,3:40,고영표,파노니,구장 : 수원
2023.08.25(금),18:30,21:33,3:03,윌커슨,벤자민,구장 : 사직
2023.08.26(토),18:01,21:38,3:37,박세웅,배제성,구장 : 사직
2023.08.27(일),17:00,19:47,2:47,나균안,쿠에바스,구장 : 사직
2023.08.31(목),18:29,21:20,2:51,벤자민,홍정우,구장 : 수원
2023.09.01(금),18:30,21:34,3:04,장재영,고영표,구장 : 고척
2023.09.02(토),17:01,20:08,3:07,김선기,배제성,구장 : 고척
2023.09.03(일),14:01,16:35,2:34,후라도,김민,구장 : 고척
2023.09.05(화),18:29,23:31,3:18,쿠에바스,최원태,구장 : 수원
2023.09.06(수),18:29,21:44,3:15,벤자민,켈리,구장 : 수원
2023.09.07(목),18:30,21:48,3:18,고영표,이정용,구장 : 수원
2023.09.08(금),18:30,21:57,3:27,배제성,문승원,구장 : 수원
2023.09.09(토),16:59,22:01,5:02,김민,오원석,구장 : 수원
2023.09.10(일),13:59,17:29,3:30,쿠에바스,맥카티,구장 : 수원
2023.09.12(화),18:30,21:08,2:38,김광현,벤자민,구장 : 문학
2023.09.13(수),18:30,21:39,3:09,태너,고영표,구장 : 창원
2023.09.14(목),18:31,22:45,3:03,원태인,배제성,구장 : 대구
2023.09.17(일),14:00,16:40,2:40,산체스,쿠에바스,구장 : 대전
2023.09.17(일),17:12,23:26,2:50,한승주,벤자민,구장 : 대전
2023.09.18(월),18:30,21:12,2:42,이태양,김민,구장 : 대전
2023.09.19(화),18:30,21:48,3:18,고영표,황동재,구장 : 수원
2023.09.21(목),18:29,21:06,2:37,배제성,나균안,구장 : 수원
2023.09.22(금),18:30,21:46,3:16,파노니,벤자민,구장 : 광주
2023.09.23(토),17:00,19:59,2:59,윤영철,쿠에바스,구장 : 광주
2023.09.24(일),14:00,17:09,3:09,양현종,고영표,구장 : 광주
2023.09.27(수),14:59,17:48,2:49,켈리,주권,구장 : 잠실
2023.09.27(수),18:30,21:20,2:50,김윤식,배제성,구장 : 잠실
2023.10.01(일),13:59,16:50,2:51,쿠에바스,이명종,구장 : 수원
2023.10.02(월),13:59,17:35,3:36,주권,강효종,구장 : 수원
2023.10.03(화),14:00,17:16,3:16,고영표,이의리,구장 : 수원
2023.10.04(수),15:00,18:07,3:07,배제성,파노니,구장 : 수원
2023.10.04(수),19:43,22:13,2:30,이선우,산체스,구장 : 수원
2023.10.05(목),18:31,21:12,2:41,조이현,양현종,구장 : 수원
2023.10.06(금),18:29,21:32,3:03,벤자민,이호성,구장 : 수원
2023.10.07(토),16:59,20:03,3:04,김민,페냐,구장 : 수원
2023.10.08(일),14:00,17:18,3:18,쿠에바스,남지민,구장 : 수원
2023.10.10(화),18:31,22:27,3:56,조이현,최승용,구장 : 수원
2024.03.23(토),14:00,17:19,3:19,쿠에바스,코너,구장 : 수원
2024.03.24(일),14:00,17:17,3:17,엄상백,레예스,구장 : 수원
2024.03.26(화),18:30,21:28,2:58,벤자민,곽빈,구장 : 수원
2024.03.27(수),18:30,21:49,3:19,고영표,최원준,구장 : 수원
2024.03.28(목),18:30,22:01,3:31,원상현,김동주,구장 : 수원
2024.03.29(금),18:30,20:53,2:23,류현진,쿠에바스,구장 : 대전
2024.03.30(토),14:00,17:20,3:20,페냐,엄상백,구장 : 대전
2024.03.31(일),14:00,16:43,2:43,황준서,벤자민,구장 : 대전
2024.04.02(화),18:30,21:41,3:11,고영표,양현종,구장 : 수원
2024.04.03(수),18:30,21:18,2:48,엄상백,네일,구장 : 수원
2024.04.04(목),18:30,21:28,2:58,쿠에바스,이의리,구장 : 수원
2024.04.05(금),18:30,22:34,4:04,임찬규,원상현,구장 : 잠실
2024.04.06(토),17:00,19:56,2:56,켈리,벤자민,구장 : 잠실
2024.04.07(일),14:01,17:49,3:48,최원태,김민,구장 : 잠실
2024.04.09(화),18:30,21:33,3:03,이재학,엄상백,구장 : 창원
2024.04.10(수),14:00,16:43,2:43,김시훈,쿠에바스,구장 : 창원
2024.04.11(목),18:30,22:35,4:05,신민혁,이선우,구장 : 창원
2024.04.12(금),18:30,21:54,3:24,벤자민,더거,구장 : 수원
2024.04.13(토),17:00,20:17,3:17,원상현,박종훈,구장 : 수원
2024.04.14(일),14:00,17:08,3:08,엄상백,오원석,구장 : 수원
2024.04.16(화),18:31,21:04,2:33,후라도,쿠에바스,구장 : 고척
2024.04.17(수),18:31,22:07,3:36,하영민,육청명,구장 : 고척
2024.04.18(목),18:30,21:01,2:31,헤이수스,벤자민,구장 : 고척
2024.04.19(금),18:31,21:15,2:44,반즈,원상현,구장 : 사직
2024.04.21(일),14:01,17:09,3:08,윌커슨,쿠에바스,구장 : 사직
2024.04.21(일),17:50,20:40,2:50,나균안,엄상백,구장 : 사직
2024.04.23(화),18:30,21:55,3:25,육청명,문동주,구장 : 수원
2024.04.24(수),18:30,20:53,2:23,벤자민,류현진,구장 : 수원
2024.04.25(목),18:30,21:23,2:53,원상현,페냐,구장 : 수원
2024.04.26(금),18:29,21:03,2:34,오원석,엄상백,구장 : 문학
2024.04.27(토),17:00,19:56,2:56,김광현,쿠에바스,구장 : 문학
2024.04.28(일),14:00,16:35,2:35,엘리아스,육청명,구장 : 문학
2024.04.30(화),18:30,21:31,3:01,윤영철,벤자민,구장 : 광주
2024.05.01(수),18:30,20:53,2:23,양현종,원상현,구장 : 광주
2024.05.02(목),18:30,21:43,3:13,네일,엄상백,구장 : 광주
2024.05.03(금),18:30,21:06,2:36,쿠에바스,후라도,구장 : 수원
2024.05.04(토),17:00,19:41,2:41,육청명,하영민,구장 : 수원
2024.05.08(수),18:30,22:40,4:10,엄상백,카스타노,구장 : 수원
2024.05.09(목),18:30,21:26,2:56,쿠에바스,신민혁,구장 : 수원
2024.05.10(금),18:31,21:54,3:23,김유성,원상현,구장 : 잠실
2024.05.12(일),14:00,16:49,2:49,최준호,벤자민,구장 : 잠실
2024.05.12(일),17:30,20:30,3:00,곽빈,육청명,구장 : 잠실
2024.05.14(화),18:30,21:46,3:16,엄상백,반즈,구장 : 수원
2024.05.16(목),18:30,21:20,2:50,쿠에바스,박세웅,구장 : 수원
2024.05.17(금),18:30,22:43,4:13,원상현,임찬규,구장 : 수원
2024.05.18(토),16:59,20:12,3:13,주권,최원태,구장 : 수원
2024.05.19(일),14:00,17:01,3:01,성재헌,손주영,구장 : 수원
2024.05.21(화),18:30,22:35,4:05,원태인,육청명,구장 : 대구
2024.05.22(수),18:30,21:14,2:44,코너,쿠에바스,구장 : 대구
2024.05.23(목),18:30,21:34,3:04,이승현,원상현,구장 : 대구
2024.05.24(금),18:30,21:42,3:12,한차현,전준표,구장 : 수원
2024.05.25(토),17:00,19:56,2:56,엄상백,김인범,구장 : 수원
2024.05.28(화),18:30,21:57,3:27,최원준,쿠에바스,구장 : 잠실
2024.05.29(수),18:31,21:41,3:10,최준호,원상현,구장 : 잠실
2024.05.30(목),18:30,21:17,2:47,곽빈,한차현,구장 : 잠실
2024.05.31(금),18:29,21:29,3:00,양현종,엄상백,구장 : 광주
2024.06.01(토),17:01,20:00,2:59,네일,육청명,구장 : 광주
2024.06.02(일),17:00,19:54,2:54,윤영철,쿠에바스,구장 : 광주
